order_id,product_id,product_name,category,quantity,unit_price,discount_pct,discounted_price,cost_price,total_revenue,total_cost
674,47,Books_Item_47,Books,3,17.16,5.19,16.27,6.96,48.81,20.88
674,152,Home & Garden_Item_152,Home & Garden,1,184.22,5.19,174.66,77.8,174.66,77.8
675,38,Home & Garden_Item_38,Home & Garden,2,52.46,17.87,43.08,26.51,86.17,53.02
675,197,Home & Garden_Item_197,Home & Garden,2,183.57,17.87,150.76,74.83,301.53,149.66
676,155,Clothing_Item_155,Clothing,1,107.81,16.22,90.32,42.12,90.32,42.12
677,81,Clothing_Item_81,Clothing,2,94.78,16.79,78.87,42.88,157.74,85.76
677,93,Home & Garden_Item_93,Home & Garden,2,32.69,16.79,27.2,20.72,54.41,41.44
678,12,Books_Item_12,Books,2,170.7,8.39,156.37,94.76,312.74,189.52
679,49,Electronics_Item_49,Electronics,3,217.24,16.72,180.93,141.04,542.78,423.12
680,144,Home & Garden_Item_144,Home & Garden,1,16.91,9.02,15.39,7.06,15.39,7.06
681,122,Electronics_Item_122,Electronics,1,545.45,16.2,457.11,383.47,457.11,383.47
681,133,Sports_Item_133,Sports,1,251.69,16.2,210.93,146.89,210.93,146.89
682,78,Electronics_Item_78,Electronics,3,465.55,16.37,389.36,348.24,1168.07,1044.72
682,156,Clothing_Item_156,Clothing,3,123.46,16.37,103.25,47.99,309.76,143.97
683,18,Clothing_Item_18,Clothing,1,103.96,14.41,88.98,30.28,88.98,30.28
684,65,Home & Garden_Item_65,Home & Garden,1,47.36,11.3,42.01,25.98,42.01,25.98
684,185,Clothing_Item_185,Clothing,1,99.5,11.3,88.26,29.77,88.26,29.77
685,186,Sports_Item_186,Sports,3,307.55,30.02,215.21,127.47,645.64,382.41
685,26,Clothing_Item_26,Clothing,1,90.05,30.02,63.01,30.43,63.01,30.43
685,50,Sports_Item_50,Sports,3,222.75,30.02,155.87,123.24,467.62,369.72
686,61,Home & Garden_Item_61,Home & Garden,2,298.0,36.3,189.81,137.85,379.63,275.7
687,9,Clothing_Item_9,Clothing,1,108.47,9.87,97.76,50.9,97.76,50.9
688,129,Books_Item_129,Books,1,166.3,44.15,92.88,75.51,92.88,75.51
689,56,Electronics_Item_56,Electronics,3,487.12,11.16,432.75,271.32,1298.26,813.96
689,167,Sports_Item_167,Sports,3,154.37,11.16,137.14,102.63,411.42,307.89
690,147,Clothing_Item_147,Clothing,1,160.94,11.62,142.24,54.4,142.24,54.4
690,91,Sports_Item_91,Sports,2,107.98,11.62,95.43,50.41,190.87,100.82
690,99,Electronics_Item_99,Electronics,1,823.25,11.62,727.59,491.24,727.59,491.24
691,177,Electronics_Item_177,Electronics,2,139.67,13.83,120.35,91.97,240.71,183.94
692,31,Home & Garden_Item_31,Home & Garden,3,81.09,17.08,67.24,52.07,201.72,156.21
692,100,Books_Item_100,Books,1,74.89,17.08,62.1,33.26,62.1,33.26
693,35,Home & Garden_Item_35,Home & Garden,2,279.92,7.51,258.91,131.15,517.82,262.3
693,118,Home & Garden_Item_118,Home & Garden,1,246.28,7.51,227.8,129.56,227.8,129.56
693,27,Home & Garden_Item_27,Home & Garden,2,246.89,7.51,228.36,139.45,456.72,278.9
694,160,Books_Item_160,Books,2,223.08,0.0,223.08,139.45,446.16,278.9
694,98,Sports_Item_98,Sports,3,21.09,0.0,21.09,11.62,63.27,34.86
694,105,Electronics_Item_105,Electronics,3,677.83,0.0,677.82,478.77,2033.47,1436.31
694,167,Sports_Item_167,Sports,1,154.37,0.0,154.37,102.63,154.37,102.63
695,110,Sports_Item_110,Sports,3,99.06,1.72,97.36,39.67,292.07,119.01
695,46,Electronics_Item_46,Electronics,1,184.48,1.72,181.31,109.48,181.31,109.48
695,176,Home & Garden_Item_176,Home & Garden,1,209.73,1.72,206.12,126.41,206.12,126.41
696,158,Electronics_Item_158,Electronics,1,847.93,34.22,557.79,497.91,557.79,497.91
696,181,Clothing_Item_181,Clothing,3,86.29,34.22,56.76,30.78,170.29,92.34
697,190,Clothing_Item_190,Clothing,1,165.54,8.35,151.72,56.18,151.72,56.18
697,184,Electronics_Item_184,Electronics,2,176.22,8.35,161.51,99.92,323.02,199.84
698,95,Electronics_Item_95,Electronics,1,189.77,13.0,165.11,145.36,165.11,145.36
698,106,Clothing_Item_106,Clothing,1,143.05,13.0,124.46,63.82,124.46,63.82
698,170,Books_Item_170,Books,1,259.46,13.0,225.74,148.96,225.74,148.96
698,123,Electronics_Item_123,Electronics,1,161.71,13.0,140.7,119.55,140.7,119.55
699,53,Electronics_Item_53,Electronics,3,481.44,8.44,440.81,280.19,1322.44,840.57
700,33,Electronics_Item_33,Electronics,3,522.19,19.25,421.67,291.82,1265.01,875.46
700,55,Home & Garden_Item_55,Home & Garden,2,89.81,19.25,72.52,37.75,145.04,75.5
700,72,Electronics_Item_72,Electronics,2,327.5,19.25,264.46,213.08,528.92,426.16
700,88,Electronics_Item_88,Electronics,1,509.27,19.25,411.24,284.68,411.24,284.68
701,162,Clothing_Item_162,Clothing,3,68.66,13.51,59.38,25.6,178.15,76.8
701,150,Clothing_Item_150,Clothing,2,265.08,13.51,229.27,76.67,458.54,153.34
702,92,Clothing_Item_92,Clothing,1,35.36,43.52,19.97,13.83,19.97,13.83
702,157,Sports_Item_157,Sports,1,213.48,43.52,120.56,96.95,120.56,96.95
702,54,Clothing_Item_54,Clothing,2,30.84,43.52,17.42,11.68,34.83,23.36
703,138,Electronics_Item_138,Electronics,3,685.55,18.91,555.92,452.73,1667.76,1358.19
704,81,Clothing_Item_81,Clothing,3,94.78,13.4,82.08,42.88,246.24,128.64
704,188,Electronics_Item_188,Electronics,3,218.39,13.4,189.12,144.63,567.37,433.89
705,161,Books_Item_161,Books,3,264.14,8.61,241.4,121.85,724.21,365.55
705,26,Clothing_Item_26,Clothing,1,90.05,8.61,82.3,30.43,82.3,30.43
705,130,Home & Garden_Item_130,Home & Garden,1,145.02,8.61,132.54,70.91,132.54,70.91
705,162,Clothing_Item_162,Clothing,3,68.66,8.61,62.75,25.6,188.25,76.8
706,32,Home & Garden_Item_32,Home & Garden,1,90.71,6.4,84.9,36.8,84.9,36.8
706,153,Sports_Item_153,Sports,1,120.43,6.4,112.72,65.04,112.72,65.04
707,40,Sports_Item_40,Sports,1,238.26,1.4,234.93,141.79,234.93,141.79
707,32,Home & Garden_Item_32,Home & Garden,3,90.71,1.4,89.44,36.8,268.33,110.4
708,148,Electronics_Item_148,Electronics,2,265.53,15.81,223.54,148.38,447.08,296.76
708,181,Clothing_Item_181,Clothing,2,86.29,15.81,72.64,30.78,145.29,61.56
708,38,Home & Garden_Item_38,Home & Garden,1,52.46,15.81,44.16,26.51,44.16,26.51
709,35,Home & Garden_Item_35,Home & Garden,3,279.92,0.3,279.08,131.15,837.24,393.45
709,125,Sports_Item_125,Sports,3,188.64,0.3,188.07,102.03,564.22,306.09
709,38,Home & Garden_Item_38,Home & Garden,1,52.46,0.3,52.3,26.51,52.3,26.51
710,113,Electronics_Item_113,Electronics,3,419.29,9.84,378.04,274.51,1134.13,823.53
710,188,Electronics_Item_188,Electronics,1,218.39,9.84,196.91,144.63,196.91,144.63
710,61,Home & Garden_Item_61,Home & Garden,1,298.0,9.84,268.68,137.85,268.68,137.85
711,161,Books_Item_161,Books,1,264.14,11.58,233.54,121.85,233.54,121.85
711,188,Electronics_Item_188,Electronics,3,218.39,11.58,193.09,144.63,579.27,433.89
712,32,Home & Garden_Item_32,Home & Garden,3,90.71,9.88,81.74,36.8,245.23,110.4
712,78,Electronics_Item_78,Electronics,3,465.55,9.88,419.53,348.24,1258.6,1044.72
713,155,Clothing_Item_155,Clothing,3,107.81,0.85,106.89,42.12,320.68,126.36
713,172,Books_Item_172,Books,3,163.98,0.85,162.59,67.22,487.76,201.66
714,188,Electronics_Item_188,Electronics,2,218.39,28.01,157.22,144.63,314.43,289.26
714,107,Books_Item_107,Books,3,313.95,28.01,226.01,148.88,678.02,446.64
714,51,Clothing_Item_51,Clothing,3,42.26,28.01,30.42,13.91,91.27,41.73
715,171,Clothing_Item_171,Clothing,3,137.63,0.4,137.07,53.14,411.22,159.42
716,118,Home & Garden_Item_118,Home & Garden,3,246.28,10.67,220.01,129.56,660.02,388.68
717,3,Electronics_Item_3,Electronics,2,122.85,32.55,82.86,73.46,165.71,146.92
718,134,Electronics_Item_134,Electronics,2,785.93,19.86,629.84,478.69,1259.69,957.38
719,121,Home & Garden_Item_121,Home & Garden,1,329.4,39.59,198.98,132.22,198.98,132.22
719,38,Home & Garden_Item_38,Home & Garden,3,52.46,39.59,31.69,26.51,95.07,79.53
720,109,Books_Item_109,Books,3,249.3,11.15,221.5,129.11,664.49,387.33
720,175,Books_Item_175,Books,2,278.17,11.15,247.15,118.72,494.29,237.44
721,188,Electronics_Item_188,Electronics,2,218.39,28.7,155.72,144.63,311.44,289.26
722,36,Sports_Item_36,Sports,3,65.43,8.79,59.68,36.99,179.03,110.97
722,153,Sports_Item_153,Sports,3,120.43,8.79,109.84,65.04,329.52,195.12
722,118,Home & Garden_Item_118,Home & Garden,1,246.28,8.79,224.63,129.56,224.63,129.56
722,2,Sports_Item_2,Sports,2,97.75,8.79,89.16,40.81,178.31,81.62
723,10,Books_Item_10,Books,1,46.85,7.66,43.26,22.45,43.26,22.45
723,99,Electronics_Item_99,Electronics,3,823.25,7.66,760.18,491.24,2280.53,1473.72
724,159,Electronics_Item_159,Electronics,1,492.82,12.92,429.12,327.32,429.12,327.32
725,60,Home & Garden_Item_60,Home & Garden,2,170.82,12.83,148.91,95.59,297.82,191.18
725,185,Clothing_Item_185,Clothing,2,99.5,12.83,86.74,29.77,173.48,59.54
726,5,Home & Garden_Item_5,Home & Garden,2,265.57,33.62,176.29,142.51,352.58,285.02
727,152,Home & Garden_Item_152,Home & Garden,2,184.22,30.83,127.42,77.8,254.84,155.6
727,41,Home & Garden_Item_41,Home & Garden,1,48.02,30.83,33.21,28.62,33.21,28.62
727,97,Home & Garden_Item_97,Home & Garden,2,35.88,30.83,24.82,17.33,49.63,34.66
727,20,Books_Item_20,Books,2,242.95,30.83,168.04,145.87,336.08,291.74
727,196,Clothing_Item_196,Clothing,2,48.12,30.83,33.28,15.84,66.57,31.68
728,27,Home & Garden_Item_27,Home & Garden,3,246.89,10.1,221.96,139.45,665.87,418.35
729,66,Sports_Item_66,Sports,1,111.93,12.69,97.72,56.13,97.72,56.13
729,115,Electronics_Item_115,Electronics,1,135.75,12.69,118.52,82.01,118.52,82.01
730,189,Sports_Item_189,Sports,2,205.34,15.46,173.59,122.24,347.18,244.48
730,31,Home & Garden_Item_31,Home & Garden,2,81.09,15.46,68.55,52.07,137.11,104.14
730,5,Home & Garden_Item_5,Home & Garden,3,265.57,15.46,224.51,142.51,673.53,427.53
731,153,Sports_Item_153,Sports,3,120.43,15.11,102.24,65.04,306.72,195.12
732,153,Sports_Item_153,Sports,2,120.43,29.09,85.39,65.04,170.79,130.08
733,111,Clothing_Item_111,Clothing,1,173.47,9.73,156.6,49.68,156.6,49.68
734,163,Clothing_Item_163,Clothing,3,239.62,26.89,175.18,69.94,525.55,209.82
734,162,Clothing_Item_162,Clothing,2,68.66,26.89,50.2,25.6,100.39,51.2
735,83,Electronics_Item_83,Electronics,1,246.72,0.48,245.53,179.05,245.53,179.05
736,154,Sports_Item_154,Sports,1,183.15,7.02,170.29,80.86,170.29,80.86
736,97,Home & Garden_Item_97,Home & Garden,2,35.88,7.02,33.36,17.33,66.72,34.66
736,44,Books_Item_44,Books,1,56.05,7.02,52.11,24.91,52.11,24.91
736,7,Clothing_Item_7,Clothing,3,103.27,7.02,96.02,33.18,288.06,99.54
736,183,Clothing_Item_183,Clothing,1,159.47,7.02,148.27,53.92,148.27,53.92
737,31,Home & Garden_Item_31,Home & Garden,2,81.09,7.61,74.92,52.07,149.83,104.14
737,21,Sports_Item_21,Sports,1,163.62,7.61,151.16,86.56,151.16,86.56
737,35,Home & Garden_Item_35,Home & Garden,2,279.92,7.61,258.61,131.15,517.22,262.3
737,65,Home & Garden_Item_65,Home & Garden,3,47.36,7.61,43.75,25.98,131.26,77.94
737,6,Electronics_Item_6,Electronics,2,576.2,7.61,532.33,351.03,1064.66,702.06
738,129,Books_Item_129,Books,1,166.3,18.38,135.74,75.51,135.74,75.51
739,33,Electronics_Item_33,Electronics,1,522.19,6.92,486.06,291.82,486.06,291.82
739,14,Sports_Item_14,Sports,3,148.65,6.92,138.37,84.82,415.1,254.46
739,17,Books_Item_17,Books,2,199.5,6.92,185.7,119.68,371.39,239.36
739,115,Electronics_Item_115,Electronics,2,135.75,6.92,126.36,82.01,252.72,164.02
740,115,Electronics_Item_115,Electronics,3,135.75,15.94,114.11,82.01,342.34,246.03
740,47,Books_Item_47,Books,2,17.16,15.94,14.42,6.96,28.85,13.92
741,88,Electronics_Item_88,Electronics,2,509.27,29.27,360.19,284.68,720.37,569.36
742,78,Electronics_Item_78,Electronics,2,465.55,6.39,435.79,348.24,871.58,696.48
743,93,Home & Garden_Item_93,Home & Garden,2,32.69,10.14,29.37,20.72,58.75,41.44
744,157,Sports_Item_157,Sports,1,213.48,19.12,172.65,96.95,172.65,96.95
744,78,Electronics_Item_78,Electronics,1,465.55,19.12,376.52,348.24,376.52,348.24
745,188,Electronics_Item_188,Electronics,1,218.39,26.53,160.44,144.63,160.44,144.63
746,60,Home & Garden_Item_60,Home & Garden,1,170.82,6.95,158.95,95.59,158.95,95.59
746,58,Electronics_Item_58,Electronics,2,725.84,6.95,675.39,453.01,1350.78,906.02
746,128,Clothing_Item_128,Clothing,3,79.9,6.95,74.35,38.11,223.04,114.33
746,73,Electronics_Item_73,Electronics,1,113.27,6.95,105.4,76.81,105.4,76.81
747,183,Clothing_Item_183,Clothing,3,159.47,19.03,129.12,53.92,387.35,161.76
747,71,Clothing_Item_71,Clothing,1,139.32,19.03,112.8,59.22,112.8,59.22
747,151,Electronics_Item_151,Electronics,3,321.0,19.03,259.9,216.62,779.7,649.86
747,119,Clothing_Item_119,Clothing,3,113.12,19.03,91.59,40.86,274.77,122.58
747,41,Home & Garden_Item_41,Home & Garden,1,48.02,19.03,38.88,28.62,38.88,28.62
748,115,Electronics_Item_115,Electronics,2,135.75,18.12,111.15,82.01,222.3,164.02
748,105,Electronics_Item_105,Electronics,2,677.83,18.12,554.99,478.77,1109.98,957.54
748,117,Clothing_Item_117,Clothing,2,262.04,18.12,214.55,75.79,429.1,151.58
748,118,Home & Garden_Item_118,Home & Garden,3,246.28,18.12,201.65,129.56,604.94,388.68
749,122,Electronics_Item_122,Electronics,3,545.45,10.79,486.57,383.47,1459.72,1150.41
750,9,Clothing_Item_9,Clothing,2,108.47,8.81,98.91,50.9,197.83,101.8
751,11,Clothing_Item_11,Clothing,3,62.73,1.09,62.05,23.5,186.14,70.5
751,9,Clothing_Item_9,Clothing,3,108.47,1.09,107.29,50.9,321.87,152.7
752,177,Electronics_Item_177,Electronics,1,139.67,17.47,115.27,91.97,115.27,91.97
752,173,Clothing_Item_173,Clothing,1,94.67,17.47,78.13,38.22,78.13,38.22
752,144,Home & Garden_Item_144,Home & Garden,2,16.91,17.47,13.96,7.06,27.91,14.12
752,12,Books_Item_12,Books,3,170.7,17.47,140.88,94.76,422.63,284.28
752,142,Electronics_Item_142,Electronics,1,528.27,17.47,435.98,302.41,435.98,302.41
753,38,Home & Garden_Item_38,Home & Garden,3,52.46,10.14,47.14,26.51,141.42,79.53
753,139,Home & Garden_Item_139,Home & Garden,3,53.37,10.14,47.96,28.86,143.88,86.58
753,187,Electronics_Item_187,Electronics,3,355.23,10.14,319.21,270.97,957.64,812.91
753,136,Home & Garden_Item_136,Home & Garden,1,257.0,10.14,230.94,131.7,230.94,131.7
754,57,Home & Garden_Item_57,Home & Garden,3,120.19,3.74,115.69,56.81,347.07,170.43
755,188,Electronics_Item_188,Electronics,3,218.39,6.06,205.16,144.63,615.49,433.89
756,72,Electronics_Item_72,Electronics,1,327.5,15.72,276.02,213.08,276.02,213.08
757,185,Clothing_Item_185,Clothing,3,99.5,6.24,93.29,29.77,279.88,89.31
757,181,Clothing_Item_181,Clothing,2,86.29,6.24,80.91,30.78,161.81,61.56
757,49,Electronics_Item_49,Electronics,3,217.24,6.24,203.69,141.04,611.07,423.12
758,64,Sports_Item_64,Sports,3,198.62,40.19,118.79,123.12,356.38,369.36
758,199,Sports_Item_199,Sports,3,150.73,40.19,90.15,79.34,270.46,238.02
758,140,Sports_Item_140,Sports,2,188.76,40.19,112.9,82.65,225.8,165.3
759,156,Clothing_Item_156,Clothing,3,123.46,13.03,107.37,47.99,322.12,143.97
760,190,Clothing_Item_190,Clothing,3,165.54,9.42,149.95,56.18,449.86,168.54
760,63,Clothing_Item_63,Clothing,3,83.83,9.42,75.94,32.42,227.81,97.26
760,177,Electronics_Item_177,Electronics,1,139.67,9.42,126.52,91.97,126.52,91.97
760,80,Electronics_Item_80,Electronics,1,95.41,9.42,86.43,55.61,86.43,55.61
761,88,Electronics_Item_88,Electronics,3,509.27,16.71,424.18,284.68,1272.54,854.04
761,198,Books_Item_198,Books,3,195.78,16.71,163.07,99.53,489.21,298.59
762,46,Electronics_Item_46,Electronics,2,184.48,7.33,170.97,109.48,341.93,218.96
762,66,Sports_Item_66,Sports,1,111.93,7.33,103.73,56.13,103.73,56.13
763,80,Electronics_Item_80,Electronics,3,95.41,31.19,65.65,55.61,196.95,166.83
763,141,Sports_Item_141,Sports,1,123.75,31.19,85.15,56.43,85.15,56.43
763,121,Home & Garden_Item_121,Home & Garden,3,329.4,31.19,226.66,132.22,679.98,396.66
763,85,Sports_Item_85,Sports,3,274.1,31.19,188.61,125.74,565.82,377.22
764,111,Clothing_Item_111,Clothing,3,173.47,18.62,141.17,49.68,423.52,149.04
764,185,Clothing_Item_185,Clothing,1,99.5,18.62,80.98,29.77,80.98,29.77
764,16,Electronics_Item_16,Electronics,3,613.42,18.62,499.21,459.88,1497.64,1379.64
764,35,Home & Garden_Item_35,Home & Garden,3,279.92,18.62,227.8,131.15,683.41,393.45
765,54,Clothing_Item_54,Clothing,3,30.84,17.42,25.47,11.68,76.4,35.04
765,28,Clothing_Item_28,Clothing,1,183.5,17.42,151.53,79.27,151.53,79.27
765,126,Books_Item_126,Books,1,266.27,17.42,219.89,135.52,219.89,135.52
765,198,Books_Item_198,Books,3,195.78,17.42,161.67,99.53,485.02,298.59
765,184,Electronics_Item_184,Electronics,3,176.22,17.42,145.52,99.92,436.57,299.76
766,180,Sports_Item_180,Sports,2,220.92,17.07,183.21,97.0,366.42,194.0
766,20,Books_Item_20,Books,3,242.95,17.07,201.48,145.87,604.44,437.61
767,143,Books_Item_143,Books,2,172.15,6.4,161.13,94.39,322.26,188.78
767,195,Home & Garden_Item_195,Home & Garden,2,37.16,6.4,34.78,21.64,69.56,43.28
768,29,Home & Garden_Item_29,Home & Garden,2,239.16,25.3,178.66,96.74,357.31,193.48
768,77,Electronics_Item_77,Electronics,1,549.37,25.3,410.39,363.26,410.39,363.26
769,175,Books_Item_175,Books,2,278.17,16.5,232.28,118.72,464.56,237.44
770,27,Home & Garden_Item_27,Home & Garden,2,246.89,41.87,143.53,139.45,287.05,278.9
770,108,Home & Garden_Item_108,Home & Garden,3,114.0,41.87,66.27,69.88,198.82,209.64
770,98,Sports_Item_98,Sports,1,21.09,41.87,12.26,11.62,12.26,11.62
771,5,Home & Garden_Item_5,Home & Garden,1,265.57,17.75,218.44,142.51,218.44,142.51
771,57,Home & Garden_Item_57,Home & Garden,1,120.19,17.75,98.86,56.81,98.86,56.81
771,103,Books_Item_103,Books,2,238.08,17.75,195.83,120.43,391.66,240.86
771,54,Clothing_Item_54,Clothing,1,30.84,17.75,25.37,11.68,25.37,11.68
772,171,Clothing_Item_171,Clothing,1,137.63,11.51,121.78,53.14,121.78,53.14
772,151,Electronics_Item_151,Electronics,1,321.0,11.51,284.04,216.62,284.04,216.62
772,26,Clothing_Item_26,Clothing,1,90.05,11.51,79.68,30.43,79.68,30.43
772,177,Electronics_Item_177,Electronics,2,139.67,11.51,123.59,91.97,247.18,183.94
773,197,Home & Garden_Item_197,Home & Garden,3,183.57,5.72,173.07,74.83,519.22,224.49
773,4,Sports_Item_4,Sports,3,96.11,5.72,90.61,45.62,271.84,136.86
774,106,Clothing_Item_106,Clothing,2,143.05,6.1,134.33,63.82,268.66,127.64
775,155,Clothing_Item_155,Clothing,2,107.81,7.94,99.25,42.12,198.5,84.24
775,48,Electronics_Item_48,Electronics,3,502.6,7.94,462.7,294.07,1388.1,882.21
776,108,Home & Garden_Item_108,Home & Garden,2,114.0,14.56,97.4,69.88,194.8,139.76
776,175,Books_Item_175,Books,2,278.17,14.56,237.66,118.72,475.32,237.44
776,22,Clothing_Item_22,Clothing,3,51.26,14.56,43.8,22.88,131.39,68.64
776,27,Home & Garden_Item_27,Home & Garden,2,246.89,14.56,210.94,139.45,421.87,278.9
777,141,Sports_Item_141,Sports,3,123.75,6.71,115.44,56.43,346.32,169.29
778,122,Electronics_Item_122,Electronics,1,545.45,7.25,505.91,383.47,505.91,383.47
778,15,Books_Item_15,Books,1,350.6,7.25,325.18,146.39,325.18,146.39
778,177,Electronics_Item_177,Electronics,3,139.67,7.25,129.54,91.97,388.63,275.91
778,186,Sports_Item_186,Sports,3,307.55,7.25,285.25,127.47,855.76,382.41
779,75,Sports_Item_75,Sports,1,93.49,15.12,79.35,40.16,79.35,40.16
779,46,Electronics_Item_46,Electronics,1,184.48,15.12,156.59,109.48,156.59,109.48
779,200,Clothing_Item_200,Clothing,2,77.97,15.12,66.18,23.85,132.36,47.7
779,187,Electronics_Item_187,Electronics,1,355.23,15.12,301.52,270.97,301.52,270.97
779,89,Clothing_Item_89,Clothing,1,79.25,15.12,67.27,38.03,67.27,38.03
780,16,Electronics_Item_16,Electronics,2,613.42,3.58,591.47,459.88,1182.93,919.76
781,52,Electronics_Item_52,Electronics,1,78.73,11.96,69.31,59.54,69.31,59.54
781,82,Home & Garden_Item_82,Home & Garden,3,162.64,11.96,143.18,73.18,429.55,219.54
781,13,Clothing_Item_13,Clothing,1,105.61,11.96,92.98,47.35,92.98,47.35
781,110,Sports_Item_110,Sports,1,99.06,11.96,87.21,39.67,87.21,39.67
781,25,Home & Garden_Item_25,Home & Garden,3,142.15,11.96,125.14,85.06,375.43,255.18
782,63,Clothing_Item_63,Clothing,3,83.83,16.26,70.2,32.42,210.61,97.26
782,192,Books_Item_192,Books,2,138.46,16.26,115.95,92.0,231.91,184.0
783,31,Home & Garden_Item_31,Home & Garden,2,81.09,19.65,65.16,52.07,130.32,104.14
784,25,Home & Garden_Item_25,Home & Garden,1,142.15,9.61,128.49,85.06,128.49,85.06
784,27,Home & Garden_Item_27,Home & Garden,3,246.89,9.61,223.17,139.45,669.52,418.35
784,172,Books_Item_172,Books,2,163.98,9.61,148.23,67.22,296.45,134.44
785,63,Clothing_Item_63,Clothing,2,83.83,5.1,79.55,32.42,159.1,64.84
786,91,Sports_Item_91,Sports,2,107.98,10.98,96.13,50.41,192.26,100.82
786,143,Books_Item_143,Books,3,172.15,10.98,153.26,94.39,459.77,283.17
786,47,Books_Item_47,Books,2,17.16,10.98,15.28,6.96,30.55,13.92
786,40,Sports_Item_40,Sports,3,238.26,10.98,212.11,141.79,636.33,425.37
787,124,Books_Item_124,Books,2,98.93,0.14,98.79,62.9,197.58,125.8
788,153,Sports_Item_153,Sports,2,120.43,6.54,112.56,65.04,225.12,130.08
788,148,Electronics_Item_148,Electronics,1,265.53,6.54,248.18,148.38,248.18,148.38
789,164,Sports_Item_164,Sports,2,150.54,16.77,125.3,64.88,250.6,129.76
789,147,Clothing_Item_147,Clothing,1,160.94,16.77,133.96,54.4,133.96,54.4
790,117,Clothing_Item_117,Clothing,2,262.04,17.72,215.6,75.79,431.21,151.58
790,100,Books_Item_100,Books,2,74.89,17.72,61.62,33.26,123.24,66.52
791,176,Home & Garden_Item_176,Home & Garden,3,209.73,19.4,169.05,126.41,507.15,379.23
791,71,Clothing_Item_71,Clothing,3,139.32,19.4,112.3,59.22,336.89,177.66
791,59,Books_Item_59,Books,3,90.04,19.4,72.58,53.55,217.73,160.65
792,152,Home & Garden_Item_152,Home & Garden,2,184.22,34.07,121.45,77.8,242.91,155.6
792,141,Sports_Item_141,Sports,2,123.75,34.07,81.59,56.43,163.17,112.86
792,76,Clothing_Item_76,Clothing,1,55.41,34.07,36.53,18.21,36.53,18.21
793,178,Books_Item_178,Books,2,57.6,8.6,52.65,27.19,105.29,54.38
793,182,Sports_Item_182,Sports,3,252.0,8.6,230.33,116.71,690.98,350.13
793,38,Home & Garden_Item_38,Home & Garden,1,52.46,8.6,47.95,26.51,47.95,26.51
794,22,Clothing_Item_22,Clothing,1,51.26,2.24,50.11,22.88,50.11,22.88
794,78,Electronics_Item_78,Electronics,2,465.55,2.24,455.13,348.24,910.25,696.48
795,168,Electronics_Item_168,Electronics,1,78.46,7.77,72.36,56.99,72.36,56.99
795,49,Electronics_Item_49,Electronics,3,217.24,7.77,200.35,141.04,601.06,423.12
796,33,Electronics_Item_33,Electronics,3,522.19,12.84,455.13,291.82,1365.38,875.46
797,149,Books_Item_149,Books,3,246.41,16.32,206.18,117.29,618.55,351.87
797,93,Home & Garden_Item_93,Home & Garden,3,32.69,16.32,27.35,20.72,82.06,62.16
798,91,Sports_Item_91,Sports,1,107.98,5.42,102.13,50.41,102.13,50.41
798,13,Clothing_Item_13,Clothing,1,105.61,5.42,99.89,47.35,99.89,47.35
798,123,Electronics_Item_123,Electronics,1,161.71,5.42,152.95,119.55,152.95,119.55
798,53,Electronics_Item_53,Electronics,2,481.44,5.42,455.35,280.19,910.71,560.38
799,184,Electronics_Item_184,Electronics,3,176.22,14.93,149.9,99.92,449.71,299.76
799,137,Clothing_Item_137,Clothing,3,135.88,14.93,115.59,56.88,346.76,170.64
799,65,Home & Garden_Item_65,Home & Garden,3,47.36,14.93,40.29,25.98,120.86,77.94
799,57,Home & Garden_Item_57,Home & Garden,2,120.19,14.93,102.24,56.81,204.48,113.62
799,106,Clothing_Item_106,Clothing,3,143.05,14.93,121.69,63.82,365.06,191.46
800,197,Home & Garden_Item_197,Home & Garden,3,183.57,8.82,167.37,74.83,502.11,224.49
800,145,Sports_Item_145,Sports,3,210.29,8.82,191.73,130.32,575.2,390.96
800,91,Sports_Item_91,Sports,3,107.98,8.82,98.45,50.41,295.35,151.23
801,134,Electronics_Item_134,Electronics,3,785.93,19.44,633.17,478.69,1899.52,1436.07
802,81,Clothing_Item_81,Clothing,2,94.78,8.53,86.7,42.88,173.39,85.76
802,183,Clothing_Item_183,Clothing,1,159.47,8.53,145.87,53.92,145.87,53.92
803,80,Electronics_Item_80,Electronics,1,95.41,5.39,90.26,55.61,90.26,55.61
804,115,Electronics_Item_115,Electronics,1,135.75,35.64,87.36,82.01,87.36,82.01
805,8,Books_Item_8,Books,1,152.88,5.06,145.15,81.68,145.15,81.68
806,153,Sports_Item_153,Sports,2,120.43,19.91,96.45,65.04,192.9,130.08
806,32,Home & Garden_Item_32,Home & Garden,3,90.71,19.91,72.65,36.8,217.94,110.4
807,42,Books_Item_42,Books,3,52.98,15.24,44.91,32.24,134.73,96.72
808,53,Electronics_Item_53,Electronics,2,481.44,39.55,291.01,280.19,582.02,560.38
809,94,Home & Garden_Item_94,Home & Garden,2,16.16,16.68,13.47,9.07,26.93,18.14
810,34,Books_Item_34,Books,2,45.89,36.87,28.97,20.43,57.94,40.86
811,8,Books_Item_8,Books,3,152.88,14.57,130.6,81.68,391.8,245.04
812,4,Sports_Item_4,Sports,3,96.11,17.45,79.33,45.62,238.0,136.86
812,184,Electronics_Item_184,Electronics,3,176.22,17.45,145.46,99.92,436.38,299.76
