customer_id,segment,acquisition_channel,join_date
716,Bargain Hunter,Email,2023-10-17
717,Medium Value,Paid Ads,2024-01-03
718,Medium Value,Paid Ads,2024-05-24
719,Medium Value,Social,2024-04-25
720,Low Value,Paid Ads,2023-07-28
721,Medium Value,Paid Ads,2024-07-30
722,Bargain Hunter,Email,2023-01-17
723,Medium Value,Affiliate,2024-08-16
724,Low Value,Paid Ads,2023-07-20
725,Medium Value,Paid Ads,2023-09-09
726,Medium Value,Email,2023-12-12
727,Medium Value,Social,2024-05-17
728,Medium Value,Email,2023-12-27
729,Medium Value,Email,2024-05-15
730,Medium Value,Social,2023-03-02
731,Low Value,Social,2023-03-18
732,Bargain Hunter,Email,2023-01-07
733,Medium Value,Social,2023-08-25
734,High Value,Organic,2023-08-12
735,Low Value,Paid Ads,2024-05-09
736,Low Value,Organic,2024-06-28
737,Low Value,Organic,2024-06-26
738,Low Value,Paid Ads,2023-10-21
739,High Value,Social,2024-03-16
740,Low Value,Affiliate,2023-04-20
741,Bargain Hunter,Paid Ads,2023-09-04
742,Medium Value,Paid Ads,2023-12-29
743,Medium Value,Paid Ads,2024-01-18
744,Bargain Hunter,Paid Ads,2023-09-07
745,Bargain Hunter,Organic,2023-03-24
746,Low Value,Social,2023-02-02
747,High Value,Paid Ads,2024-07-19
748,Medium Value,Email,2023-06-25
749,High Value,Social,2023-12-06
750,Low Value,Social,2023-04-08
751,Bargain Hunter,Affiliate,2023-08-24
752,Medium Value,Social,2024-08-03
753,Medium Value,Organic,2023-03-18
754,Low Value,Paid Ads,2024-07-10
755,Low Value,Organic,2023-11-19
756,High Value,Organic,2023-05-28
757,Low Value,Email,2024-02-12
758,Bargain Hunter,Paid Ads,2024-07-31
759,Medium Value,Social,2024-02-03
760,Low Value,Paid Ads,2024-01-29
761,Low Value,Organic,2023-03-22
762,Low Value,Affiliate,2023-02-24
763,High Value,Organic,2023-03-19
764,Medium Value,Social,2024-02-11
765,Bargain Hunter,Paid Ads,2023-10-07
766,Low Value,Paid Ads,2023-08-22
767,Medium Value,Affiliate,2024-03-18
768,Medium Value,Email,2024-01-25
769,High Value,Email,2023-09-10
770,Low Value,Organic,2023-06-07
771,Medium Value,Social,2023-06-07
772,Low Value,Paid Ads,2023-04-20
773,High Value,Affiliate,2024-03-31
774,Medium Value,Paid Ads,2023-05-16
775,High Value,Paid Ads,2024-07-24
776,Low Value,Paid Ads,2023-01-27
777,High Value,Email,2023-11-29
778,Bargain Hunter,Organic,2024-02-28
779,Medium Value,Organic,2024-07-26
780,Bargain Hunter,Affiliate,2024-08-08
781,Low Value,Email,2023-06-23
782,High Value,Paid Ads,2024-05-19
783,High Value,Organic,2023-10-10
784,Medium Value,Paid Ads,2023-03-20
785,Medium Value,Affiliate,2024-05-22
786,Low Value,Organic,2023-04-20
787,High Value,Organic,2024-02-10
788,Medium Value,Email,2023-12-04
789,Medium Value,Paid Ads,2023-05-20
790,Medium Value,Email,2023-07-25
791,Medium Value,Organic,2024-02-12
792,Bargain Hunter,Paid Ads,2024-05-17
793,Bargain Hunter,Social,2023-11-30
794,Medium Value,Social,2024-02-07
795,Medium Value,Affiliate,2023-07-24
796,Low Value,Paid Ads,2024-07-17
797,High Value,Email,2023-08-03
798,Medium Value,Paid Ads,2023-03-12
799,Low Value,Social,2024-02-23
800,Low Value,Organic,2023-11-07
801,Medium Value,Email,2024-03-09
802,Low Value,Organic,2024-05-05
803,Low Value,Paid Ads,2024-03-04
804,Low Value,Social,2024-01-04
805,Low Value,Social,2023-03-29
806,High Value,Organic,2023-12-30
807,Medium Value,Email,2024-07-30
808,Bargain Hunter,Email,2024-02-14
809,Bargain Hunter,Paid Ads,2024-03-16
810,High Value,Organic,2023-08-16
811,Low Value,Paid Ads,2024-08-17
812,Low Value,Organic,2024-01-19
813,Medium Value,Social,2024-05-27
814,Medium Value,Affiliate,2024-05-09
815,High Value,Paid Ads,2023-03-29
816,High Value,Affiliate,2023-05-26
817,Medium Value,Paid Ads,2023-07-31
818,Low Value,Paid Ads,2023-04-10
819,Medium Value,Email,2023-11-23
820,High Value,Organic,2023-04-28
821,High Value,Paid Ads,2023-04-22
822,Low Value,Organic,2023-09-07
823,Low Value,Email,2023-12-05
824,Low Value,Affiliate,2023-08-26
825,Low Value,Email,2023-07-10
826,Low Value,Paid Ads,2023-01-30
827,Low Value,Social,2024-04-05
828,Low Value,Paid Ads,2023-08-08
829,Medium Value,Social,2023-03-06
830,Low Value,Social,2024-07-03
831,Medium Value,Paid Ads,2024-04-13
832,High Value,Email,2024-05-16
833,Low Value,Email,2024-02-02
834,Low Value,Email,2023-12-23
835,Medium Value,Paid Ads,2023-06-26
836,Low Value,Email,2023-11-01
837,Bargain Hunter,Email,2023-05-18
838,Medium Value,Organic,2023-04-30
839,Medium Value,Email,2024-06-07
840,Medium Value,Email,2024-08-11
841,Medium Value,Organic,2024-07-04
842,Low Value,Email,2023-06-27
843,Low Value,Paid Ads,2023-05-24
844,Medium Value,Social,2023-02-24
845,Bargain Hunter,Affiliate,2024-05-11
846,High Value,Social,2024-07-29
847,Low Value,Paid Ads,2024-05-18
848,Medium Value,Social,2024-05-15
849,Medium Value,Email,2023-08-14
850,Medium Value,Paid Ads,2024-07-04
851,Medium Value,Social,2024-08-02
852,Low Value,Social,2024-07-16
853,Low Value,Email,2023-10-02
854,Low Value,Social,2024-01-11
855,Low Value,Social,2024-03-27
856,Low Value,Affiliate,2023-04-15
857,Low Value,Email,2023-09-11
858,Medium Value,Affiliate,2024-04-05
859,Medium Value,Social,2023-03-31
860,Medium Value,Affiliate,2023-08-31
861,Medium Value,Email,2023-12-26
862,Bargain Hunter,Email,2024-03-14
863,Medium Value,Organic,2023-07-31
864,Low Value,Social,2024-08-06
865,Medium Value,Paid Ads,2024-07-05
866,Medium Value,Affiliate,2023-10-27
867,Medium Value,Paid Ads,2024-06-10
868,Bargain Hunter,Email,2023-04-08
869,High Value,Social,2024-02-26
870,Bargain Hunter,Affiliate,2023-05-10
871,Low Value,Organic,2023-05-30
872,Low Value,Social,2024-02-07
873,Medium Value,Email,2023-10-03
874,Low Value,Paid Ads,2023-03-19
875,Low Value,Social,2023-04-06
876,Medium Value,Email,2024-01-13
877,Medium Value,Paid Ads,2024-08-18
878,High Value,Social,2023-04-06
879,Low Value,Paid Ads,2024-01-02
880,Bargain Hunter,Social,2024-02-12
881,Medium Value,Paid Ads,2023-08-05
882,Medium Value,Paid Ads,2023-10-18
883,Medium Value,Email,2024-08-02
884,Bargain Hunter,Social,2023-02-19
885,High Value,Email,2024-04-15
886,High Value,Affiliate,2023-06-11
887,Medium Value,Organic,2024-03-14
888,Medium Value,Email,2023-05-16
889,Bargain Hunter,Paid Ads,2023-10-08
890,High Value,Paid Ads,2023-03-26
891,Medium Value,Affiliate,2023-06-19
892,High Value,Email,2023-08-28
893,Medium Value,Organic,2023-04-08
894,High Value,Paid Ads,2023-05-16
895,Low Value,Paid Ads,2024-03-31
896,High Value,Email,2023-05-04
897,Bargain Hunter,Paid Ads,2023-05-16
898,Medium Value,Organic,2023-04-02
899,Low Value,Organic,2023-11-17
900,Medium Value,Paid Ads,2024-01-27
901,Low Value,Social,2023-05-17
902,Low Value,Email,2023-03-12
903,Low Value,Organic,2023-06-18
904,Medium Value,Email,2023-06-05
905,Bargain Hunter,Email,2024-03-29
906,Bargain Hunter,Organic,2023-04-13
907,High Value,Organic,2024-01-29
908,Medium Value,Paid Ads,2023-05-24
909,Medium Value,Email,2023-09-12
910,Low Value,Email,2023-10-19
911,Low Value,Email,2023-11-05
912,Medium Value,Email,2023-07-13
913,Low Value,Paid Ads,2023-02-25
914,Low Value,Social,2023-09-03
915,Medium Value,Organic,2024-05-26
916,Low Value,Organic,2023-01-13
917,Bargain Hunter,Affiliate,2023-05-16
918,Medium Value,Social,2024-03-06
919,Medium Value,Email,2024-04-27
920,Bargain Hunter,Social,2023-01-18
921,Low Value,Organic,2023-08-09
922,High Value,Organic,2024-02-12
923,Low Value,Email,2024-05-28
924,Low Value,Paid Ads,2024-02-16
925,High Value,Paid Ads,2023-06-06
926,Medium Value,Paid Ads,2024-06-07
927,Bargain Hunter,Affiliate,2023-06-09
928,Low Value,Paid Ads,2023-03-09
929,Medium Value,Paid Ads,2023-09-02
930,High Value,Organic,2024-03-20
931,High Value,Email,2023-02-26
932,Medium Value,Email,2023-06-29
933,High Value,Email,2023-01-12
934,Medium Value,Affiliate,2024-06-19
935,Low Value,Social,2023-09-23
936,Medium Value,Organic,2023-10-03
937,Low Value,Organic,2023-01-31
938,Medium Value,Paid Ads,2024-06-20
939,High Value,Email,2024-08-13
940,Low Value,Paid Ads,2024-06-07
941,Medium Value,Paid Ads,2024-08-03
942,Medium Value,Organic,2023-04-16
943,Bargain Hunter,Email,2023-04-29
944,Medium Value,Paid Ads,2023-02-15
945,Bargain Hunter,Organic,2023-02-17
946,Medium Value,Paid Ads,2023-06-03
947,Medium Value,Affiliate,2023-02-06
948,Low Value,Affiliate,2024-03-05
949,Medium Value,Organic,2023-11-24
950,Medium Value,Organic,2024-01-17
951,High Value,Email,2023-02-23
952,Medium Value,Social,2023-02-17
953,Bargain Hunter,Organic,2024-04-21
954,Bargain Hunter,Social,2023-11-15
955,Medium Value,Email,2023-01-09
956,Medium Value,Paid Ads,2023-11-08
957,Low Value,Organic,2024-01-13
958,Low Value,Paid Ads,2023-07-20
959,Low Value,Paid Ads,2023-09-09
960,Medium Value,Affiliate,2023-01-25
961,Medium Value,Paid Ads,2023-01-10
962,Bargain Hunter,Organic,2024-01-21
963,Low Value,Email,2023-04-17
964,Medium Value,Affiliate,2024-03-05
965,Medium Value,Organic,2023-05-26
966,Low Value,Organic,2023-08-26
967,Bargain Hunter,Paid Ads,2024-01-17
968,Medium Value,Email,2024-08-17
969,High Value,Organic,2024-02-08
970,High Value,Email,2024-03-21
971,Low Value,Organic,2023-10-26
972,Medium Value,Paid Ads,2024-02-07
973,Low Value,Email,2023-11-22
974,Medium Value,Organic,2023-07-27
975,High Value,Social,2023-04-22
976,Medium Value,Organic,2024-04-22
977,Medium Value,Organic,2024-01-02
978,Bargain Hunter,Organic,2023-11-12
979,Medium Value,Social,2023-04-03
980,Medium Value,Email,2023-02-11
981,Medium Value,Social,2023-06-01
982,High Value,Organic,2023-12-31
983,Medium Value,Organic,2023-11-03
984,Medium Value,Affiliate,2023-02-01
985,Bargain Hunter,Social,2024-07-23
986,Low Value,Organic,2024-04-18
987,High Value,Social,2023-05-05
988,High Value,Social,2023-08-16
989,High Value,Social,2024-01-17
990,Low Value,Affiliate,2023-03-28
991,Low Value,Paid Ads,2023-03-18
992,High Value,Organic,2024-03-30
993,Low Value,Organic,2023-12-06
994,High Value,Affiliate,2023-02-21
995,Medium Value,Email,2024-02-09
996,Medium Value,Paid Ads,2024-03-12
997,Medium Value,Organic,2023-07-11
998,Medium Value,Paid Ads,2023-06-02
999,High Value,Email,2023-09-09
1000,Low Value,Paid Ads,2024-07-17
1001,Medium Value,Organic,2024-01-28
1002,High Value,Organic,2024-06-22
1003,Medium Value,Affiliate,2024-07-10
1004,Low Value,Affiliate,2024-01-03
1005,Medium Value,Social,2023-12-19
1006,Bargain Hunter,Paid Ads,2024-02-02
1007,Medium Value,Organic,2023-08-13
1008,High Value,Social,2023-10-15
1009,High Value,Affiliate,2024-06-26
1010,Medium Value,Email,2023-08-27
1011,Bargain Hunter,Organic,2023-09-04
1012,Medium Value,Social,2023-02-27
1013,Low Value,Affiliate,2024-08-12
1014,Low Value,Social,2023-12-30
1015,Bargain Hunter,Affiliate,2023-06-27
1016,Medium Value,Email,2024-01-03
1017,Bargain Hunter,Organic,2023-12-27
1018,Bargain Hunter,Email,2024-07-30
1019,Bargain Hunter,Social,2024-05-19
1020,Low Value,Organic,2023-02-08
1021,High Value,Organic,2023-08-13
1022,High Value,Paid Ads,2023-12-06
1023,Bargain Hunter,Organic,2023-05-14
1024,Medium Value,Organic,2023-11-28
1025,High Value,Organic,2023-05-26
1026,Low Value,Social,2024-01-09
1027,Bargain Hunter,Paid Ads,2024-02-10
1028,Low Value,Paid Ads,2023-11-27
1029,High Value,Organic,2024-03-23
1030,Low Value,Affiliate,2023-11-21
1031,Medium Value,Affiliate,2024-01-01
1032,Medium Value,Email,2023-06-29
1033,Medium Value,Email,2023-10-29
1034,High Value,Email,2024-08-09
1035,Medium Value,Affiliate,2024-08-04
1036,High Value,Email,2023-08-15
1037,Low Value,Organic,2024-05-23
1038,High Value,Email,2023-09-01
1039,Medium Value,Paid Ads,2023-04-01
1040,Low Value,Email,2023-12-10
1041,Medium Value,Paid Ads,2023-09-13
1042,Low Value,Paid Ads,2023-04-21
1043,Low Value,Organic,2024-03-24
1044,Low Value,Affiliate,2024-02-28
1045,Medium Value,Paid Ads,2024-07-13
1046,Medium Value,Social,2024-08-14
1047,Low Value,Email,2023-06-16
1048,Medium Value,Social,2023-02-04
1049,Medium Value,Paid Ads,2023-04-18
1050,High Value,Organic,2024-01-20
1051,Medium Value,Organic,2023-04-06
1052,Medium Value,Affiliate,2024-05-09
1053,Low Value,Paid Ads,2023-06-18
1054,Low Value,Paid Ads,2023-02-24
1055,High Value,Organic,2023-07-14
1056,Medium Value,Email,2024-07-07
1057,Medium Value,Paid Ads,2023-09-01
1058,High Value,Paid Ads,2024-07-16
1059,Low Value,Organic,2024-01-05
1060,High Value,Organic,2024-05-06
1061,Medium Value,Organic,2023-06-24
1062,Low Value,Affiliate,2024-04-29
1063,Low Value,Paid Ads,2024-02-12
1064,Medium Value,Social,2023-09-29
1065,High Value,Paid Ads,2023-07-09
1066,Medium Value,Paid Ads,2023-07-11
1067,Medium Value,Paid Ads,2024-04-21
1068,Medium Value,Social,2024-07-31
1069,High Value,Social,2023-04-10
1070,High Value,Paid Ads,2024-07-08
1071,Medium Value,Social,2023-08-21
1072,Low Value,Social,2024-06-19
1073,Medium Value,Paid Ads,2024-05-01
1074,Low Value,Organic,2023-11-03
1075,High Value,Affiliate,2023-02-05
1076,Low Value,Affiliate,2024-08-08
1077,Low Value,Email,2023-05-04
1078,Bargain Hunter,Paid Ads,2023-06-21
1079,Bargain Hunter,Social,2023-05-10
1080,High Value,Organic,2024-03-21
1081,Medium Value,Social,2023-06-01
1082,Low Value,Paid Ads,2023-03-10
1083,High Value,Email,2024-07-19
1084,Medium Value,Paid Ads,2024-04-14
1085,Bargain Hunter,Organic,2024-06-19
1086,Low Value,Organic,2023-06-03
1087,High Value,Email,2023-04-13
1088,Bargain Hunter,Email,2023-04-14
1089,Low Value,Social,2023-12-19
1090,Bargain Hunter,Paid Ads,2024-05-12
1091,Low Value,Paid Ads,2023-06-26
1092,Medium Value,Organic,2024-02-16
1093,High Value,Social,2023-12-06
1094,Low Value,Organic,2024-05-01
1095,Bargain Hunter,Social,2023-01-21
1096,Medium Value,Social,2023-11-15
1097,Medium Value,Paid Ads,2023-04-11
1098,Bargain Hunter,Organic,2023-11-04
1099,Bargain Hunter,Paid Ads,2023-11-25
1100,Medium Value,Paid Ads,2023-04-02
1101,Medium Value,Organic,2024-02-21
1102,Low Value,Social,2024-01-18
1103,Low Value,Paid Ads,2023-06-12
1104,High Value,Email,2024-02-18
1105,High Value,Social,2024-08-05
1106,High Value,Organic,2023-07-25
1107,Low Value,Organic,2024-04-12
1108,High Value,Paid Ads,2023-07-23
1109,Medium Value,Social,2024-06-01
1110,Medium Value,Affiliate,2023-02-01
1111,Medium Value,Paid Ads,2024-04-01
1112,Medium Value,Social,2024-08-23
1113,Low Value,Paid Ads,2023-09-22
1114,Low Value,Email,2023-10-19
1115,High Value,Organic,2024-08-08
1116,Low Value,Organic,2023-08-15
1117,Low Value,Email,2023-10-03
1118,Low Value,Paid Ads,2023-01-10
1119,Medium Value,Organic,2023-06-27
1120,Low Value,Organic,2023-09-16
1121,Low Value,Affiliate,2023-10-09
1122,Medium Value,Paid Ads,2023-12-24
1123,Medium Value,Organic,2023-11-06
1124,Low Value,Social,2024-02-11
1125,Low Value,Organic,2024-01-19
1126,Low Value,Email,2023-10-17
1127,Medium Value,Organic,2023-03-07
1128,Medium Value,Paid Ads,2023-11-29
1129,Bargain Hunter,Paid Ads,2023-11-02
1130,Medium Value,Paid Ads,2023-09-04
1131,Bargain Hunter,Social,2024-02-18
1132,Low Value,Email,2023-01-27
1133,Low Value,Affiliate,2023-09-23
1134,Bargain Hunter,Paid Ads,2023-02-06
1135,Low Value,Affiliate,2023-07-14
1136,Medium Value,Email,2024-07-01
1137,Low Value,Paid Ads,2024-01-03
1138,Low Value,Social,2024-07-25
1139,Medium Value,Organic,2023-05-12
1140,Low Value,Email,2024-07-26
1141,Low Value,Organic,2023-12-10
1142,Low Value,Organic,2023-08-17
1143,Low Value,Paid Ads,2023-12-06
1144,Medium Value,Email,2024-04-19
1145,Bargain Hunter,Paid Ads,2024-08-20
1146,Low Value,Email,2024-04-28
1147,Bargain Hunter,Paid Ads,2024-01-26
1148,Low Value,Paid Ads,2023-06-04
1149,High Value,Organic,2024-02-24
1150,Bargain Hunter,Social,2024-04-13
1151,High Value,Social,2023-07-04
1152,Low Value,Paid Ads,2023-07-01
1153,Medium Value,Organic,2024-04-07
1154,Medium Value,Social,2023-06-22
1155,Low Value,Organic,2023-04-01
1156,High Value,Paid Ads,2024-03-15
1157,Medium Value,Affiliate,2024-01-28
1158,High Value,Paid Ads,2024-01-18
1159,Bargain Hunter,Social,2024-06-27
1160,Medium Value,Email,2023-09-12
1161,Medium Value,Social,2023-11-16
1162,High Value,Paid Ads,2023-11-10
1163,Medium Value,Social,2023-11-02
1164,Bargain Hunter,Paid Ads,2024-06-16
1165,Low Value,Paid Ads,2023-05-18
1166,Medium Value,Affiliate,2024-01-03
1167,Low Value,Organic,2024-02-18
1168,High Value,Organic,2023-05-15
1169,Medium Value,Organic,2024-05-31
1170,Medium Value,Paid Ads,2023-02-08
1171,Medium Value,Email,2024-07-01
1172,Low Value,Email,2023-02-19
1173,Low Value,Email,2023-01-21
1174,High Value,Organic,2024-03-30
1175,Medium Value,Paid Ads,2024-04-30
1176,Low Value,Organic,2023-01-10
1177,Medium Value,Email,2024-06-16
1178,Medium Value,Email,2023-05-21
1179,Medium Value,Social,2024-06-07
1180,Low Value,Organic,2023-04-27
1181,Low Value,Paid Ads,2023-07-24
1182,Low Value,Social,2023-07-26
1183,Medium Value,Paid Ads,2023-06-14
1184,High Value,Paid Ads,2023-08-01
1185,Low Value,Paid Ads,2023-08-29
1186,High Value,Email,2023-04-24
1187,Low Value,Email,2023-06-02
1188,Bargain Hunter,Social,2023-03-18
1189,Low Value,Organic,2023-09-20
1190,Low Value,Paid Ads,2023-10-31
1191,Medium Value,Organic,2023-06-28
1192,Bargain Hunter,Social,2024-01-04
1193,Low Value,Paid Ads,2023-04-29
1194,High Value,Social,2023-02-16
1195,High Value,Organic,2023-06-24
1196,Medium Value,Social,2023-10-02
1197,Bargain Hunter,Organic,2023-12-17
1198,Medium Value,Paid Ads,2024-04-12
1199,Medium Value,Paid Ads,2024-05-04
1200,Low Value,Email,2023-06-20
1201,High Value,Email,2023-03-02
1202,Bargain Hunter,Social,2023-04-17
1203,Medium Value,Email,2024-08-05
1204,Low Value,Organic,2024-01-24
1205,Low Value,Email,2023-05-14
1206,Medium Value,Paid Ads,2024-02-26
1207,Medium Value,Organic,2023-11-18
1208,High Value,Social,2024-06-21
1209,Low Value,Email,2024-08-01
1210,Medium Value,Affiliate,2023-12-13
1211,Low Value,Email,2023-04-08
1212,Medium Value,Email,2024-05-08
1213,Medium Value,Email,2024-01-30
1214,High Value,Social,2023-02-25
1215,High Value,Affiliate,2024-06-01
1216,Low Value,Social,2023-06-19
1217,High Value,Paid Ads,2023-09-04
1218,Medium Value,Paid Ads,2024-06-03
1219,Medium Value,Email,2024-02-17
1220,Low Value,Organic,2024-03-30
1221,Low Value,Paid Ads,2024-05-25
1222,Medium Value,Organic,2024-05-24
1223,Low Value,Organic,2024-02-18
1224,Medium Value,Email,2023-01-01
1225,Low Value,Social,2023-11-08
1226,Bargain Hunter,Email,2024-04-12
1227,Bargain Hunter,Paid Ads,2023-02-25
1228,Low Value,Social,2023-12-06
1229,Low Value,Email,2024-04-29
1230,Low Value,Paid Ads,2024-04-08
1231,High Value,Social,2023-08-16
1232,High Value,Paid Ads,2023-10-26
1233,Low Value,Paid Ads,2023-04-19
1234,High Value,Organic,2023-05-24
1235,Low Value,Email,2024-02-24
1236,High Value,Email,2023-07-12
1237,High Value,Social,2023-08-09
1238,Medium Value,Social,2023-12-13
1239,High Value,Paid Ads,2023-05-07
1240,Low Value,Paid Ads,2024-05-31
1241,High Value,Paid Ads,2024-06-27
1242,Low Value,Email,2024-03-19
1243,Low Value,Paid Ads,2024-06-04
1244,Low Value,Affiliate,2024-08-15
1245,Medium Value,Social,2023-04-17
1246,Medium Value,Email,2023-11-26
1247,Low Value,Paid Ads,2023-09-12
1248,Medium Value,Affiliate,2023-10-29
1249,Medium Value,Organic,2024-02-27
1250,Low Value,Social,2024-06-08
1251,Medium Value,Email,2023-11-18
1252,Low Value,Affiliate,2023-08-11
1253,Medium Value,Email,2023-10-25
1254,Low Value,Affiliate,2023-05-16
1255,Bargain Hunter,Email,2023-07-02
1256,Low Value,Email,2023-11-27
1257,Low Value,Social,2024-07-29
1258,Medium Value,Email,2024-03-03
1259,Low Value,Social,2024-06-30
1260,Medium Value,Social,2023-01-14
1261,Low Value,Organic,2023-05-29
1262,High Value,Organic,2023-10-01
1263,Low Value,Organic,2023-10-21
1264,Low Value,Organic,2023-03-05
1265,Low Value,Paid Ads,2024-07-08
1266,High Value,Social,2023-04-15
1267,Low Value,Email,2024-07-29
1268,Bargain Hunter,Email,2024-07-28
1269,Medium Value,Paid Ads,2023-10-22
1270,Low Value,Organic,2024-01-26
1271,Medium Value,Affiliate,2023-11-17
1272,Bargain Hunter,Organic,2023-09-15
1273,Medium Value,Social,2024-03-29
1274,Low Value,Affiliate,2024-01-12
1275,Low Value,Paid Ads,2023-07-21
1276,Low Value,Affiliate,2023-10-29
1277,Medium Value,Affiliate,2023-03-18
1278,Medium Value,Organic,2024-06-10
1279,High Value,Organic,2023-10-13
1280,Low Value,Organic,2024-08-21
1281,Low Value,Organic,2024-04-22
1282,Low Value,Organic,2023-06-07
1283,Bargain Hunter,Email,2023-11-05
1284,Medium Value,Email,2024-01-02
1285,High Value,Email,2024-06-22
1286,Medium Value,Organic,2023-03-11
1287,Low Value,Organic,2024-07-10
1288,Low Value,Organic,2023-08-15
1289,Bargain Hunter,Email,2023-12-06
1290,Medium Value,Organic,2024-06-27
1291,Medium Value,Email,2023-01-10
1292,High Value,Paid Ads,2023-09-04
1293,Bargain Hunter,Email,2023-09-07
1294,Bargain Hunter,Email,2023-11-25
1295,Medium Value,Social,2023-04-27
1296,Medium Value,Paid Ads,2023-10-17
1297,High Value,Paid Ads,2024-01-19
1298,Low Value,Paid Ads,2024-05-13
1299,High Value,Social,2023-07-17
1300,Medium Value,Organic,2023-04-09
1301,Medium Value,Affiliate,2024-07-04
1302,Low Value,Email,2023-08-04
1303,Low Value,Social,2024-03-10
1304,Low Value,Organic,2024-03-21
1305,Low Value,Affiliate,2023-06-07
1306,High Value,Email,2023-02-08
1307,High Value,Organic,2023-09-15
1308,Low Value,Email,2023-08-22
1309,Bargain Hunter,Paid Ads,2024-04-06
1310,Low Value,Paid Ads,2023-01-18
1311,Medium Value,Organic,2023-01-07
1312,Low Value,Email,2024-08-22
1313,High Value,Social,2024-01-02
1314,Bargain Hunter,Organic,2023-11-05
1315,Low Value,Paid Ads,2024-03-24
1316,Medium Value,Social,2023-02-01
1317,Medium Value,Paid Ads,2023-05-20
1318,Low Value,Social,2024-07-12
1319,Medium Value,Email,2023-11-02
1320,Low Value,Affiliate,2024-01-18
1321,Bargain Hunter,Organic,2024-07-22
1322,High Value,Organic,2024-08-09
1323,Low Value,Paid Ads,2023-03-29
1324,Medium Value,Email,2023-12-19
1325,Medium Value,Affiliate,2024-06-08
1326,High Value,Organic,2023-09-16
1327,Medium Value,Organic,2024-08-03
1328,Bargain Hunter,Social,2024-07-16
1329,Medium Value,Paid Ads,2023-10-25
1330,Low Value,Paid Ads,2023-07-22
1331,Low Value,Paid Ads,2023-12-05
1332,Medium Value,Email,2023-08-29
1333,High Value,Email,2023-07-18
1334,Medium Value,Paid Ads,2023-11-10
1335,Low Value,Organic,2024-08-03
1336,Medium Value,Paid Ads,2024-03-14
1337,Medium Value,Paid Ads,2023-08-15
1338,Low Value,Email,2023-10-11
1339,Low Value,Organic,2023-12-06
1340,Bargain Hunter,Paid Ads,2024-01-03
1341,Low Value,Paid Ads,2023-04-22
1342,Medium Value,Email,2023-10-15
1343,Bargain Hunter,Organic,2024-07-05
1344,Medium Value,Email,2023-03-20
1345,Low Value,Social,2024-06-03
1346,Low Value,Social,2024-08-15
1347,Medium Value,Email,2023-02-07
1348,Low Value,Paid Ads,2024-07-06
1349,Medium Value,Social,2024-01-10
1350,Medium Value,Social,2023-10-25
1351,High Value,Paid Ads,2023-04-03
1352,Medium Value,Paid Ads,2023-09-02
1353,Low Value,Social,2023-06-19
1354,Low Value,Organic,2023-06-13
1355,Medium Value,Affiliate,2023-05-30
1356,Low Value,Paid Ads,2024-01-03
1357,High Value,Social,2023-08-26
1358,High Value,Paid Ads,2023-02-13
1359,Low Value,Paid Ads,2024-01-05
1360,Medium Value,Affiliate,2023-02-17
1361,High Value,Email,2023-04-16
1362,Low Value,Paid Ads,2023-10-08
1363,Low Value,Paid Ads,2024-07-11
1364,Low Value,Paid Ads,2024-01-23
1365,Medium Value,Email,2023-03-21
1366,Low Value,Paid Ads,2023-08-17
1367,Low Value,Paid Ads,2023-12-20
1368,Medium Value,Paid Ads,2023-01-07
1369,Low Value,Organic,2023-06-19
1370,Medium Value,Paid Ads,2023-10-15
1371,Medium Value,Organic,2024-01-06
1372,Low Value,Social,2023-08-24
1373,Medium Value,Paid Ads,2023-04-27
1374,Medium Value,Paid Ads,2023-08-04
1375,Low Value,Email,2024-02-25
1376,High Value,Organic,2024-08-10
1377,Low Value,Organic,2024-06-08
1378,High Value,Email,2023-02-27
1379,Medium Value,Affiliate,2024-06-13
1380,Bargain Hunter,Email,2024-07-31
1381,Low Value,Social,2023-10-18
1382,Bargain Hunter,Organic,2024-04-27
1383,Bargain Hunter,Organic,2024-02-25
1384,Low Value,Social,2023-07-06
1385,Low Value,Paid Ads,2023-06-21
1386,Low Value,Paid Ads,2024-04-09
1387,Low Value,Organic,2024-01-23
1388,Medium Value,Organic,2023-07-27
1389,Low Value,Affiliate,2024-03-05
1390,Low Value,Email,2023-07-01
1391,Medium Value,Email,2023-02-09
1392,Bargain Hunter,Paid Ads,2023-05-01
1393,High Value,Email,2024-07-06
1394,Low Value,Social,2024-03-17
1395,Low Value,Paid Ads,2023-02-14
1396,Low Value,Paid Ads,2024-05-08
1397,Low Value,Paid Ads,2024-08-12
1398,High Value,Organic,2024-05-03
1399,Low Value,Affiliate,2023-03-27
1400,Medium Value,Social,2024-02-23
1401,Medium Value,Organic,2023-01-08
1402,Low Value,Organic,2023-01-08
1403,Medium Value,Organic,2023-11-20
1404,Medium Value,Organic,2024-03-12
1405,Low Value,Paid Ads,2024-07-02
1406,Medium Value,Paid Ads,2023-10-10
1407,Bargain Hunter,Paid Ads,2023-07-28
1408,Medium Value,Social,2024-05-09
1409,Medium Value,Email,2024-05-10
1410,Medium Value,Paid Ads,2023-12-19
1411,Low Value,Paid Ads,2023-05-22
1412,Bargain Hunter,Email,2023-08-24
1413,Medium Value,Email,2023-06-15
1414,High Value,Paid Ads,2023-12-13
1415,Low Value,Email,2023-02-23
1416,Medium Value,Affiliate,2023-01-06
1417,Low Value,Social,2024-04-27
