order_id,customer_id,segment,channel,order_date,subtotal,discount_amount,shipping_cost,shipping_revenue,total_revenue,total_cost,coupon_used,profit
1353,1155,Low Value,Organic,2023-06-01,100.75,22.1,5.0,0.0,100.75,78.46,True,22.29
1354,1111,Medium Value,Paid Ads,2023-09-12,2587.79,526.24,40.0,0.0,2587.79,1719.59,False,868.2
1355,1359,Low Value,Paid Ads,2024-08-08,700.03,138.54,5.0,0.0,700.03,554.02,False,146.01
1356,934,Medium Value,Affiliate,2023-01-24,121.3,19.26,36.04,0.0,121.3,103.39,False,17.91
1357,2300,High Value,Paid Ads,2023-08-29,2222.57,31.32,77.05,0.0,2222.57,1242.88,False,979.69
1358,1918,Low Value,Affiliate,2024-04-15,529.3,101.58,38.35,0.0,529.3,429.31,False,99.99
1359,192,Medium Value,Email,2024-07-10,1198.81,296.62,85.42,0.0,1198.81,884.16,False,314.65
1360,2409,Bargain Hunter,Paid Ads,2024-08-26,252.21,137.61,12.24,0.0,252.21,214.84,True,37.37
1361,16,Low Value,Social,2023-04-09,205.84,30.36,21.55,0.0,205.84,200.17,True,5.67
1362,1417,Low Value,Social,2023-09-23,1033.24,114.12,25.06,0.0,1033.24,698.26,True,334.97
1363,2245,Low Value,Affiliate,2023-09-24,184.99,38.09,5.32,0.0,184.99,144.77,False,40.22
1364,1286,Medium Value,Organic,2024-02-27,657.96,82.71,30.81,0.0,657.96,449.16,True,208.8
1365,450,Medium Value,Email,2024-08-18,115.47,25.96,33.58,0.0,115.47,106.05,True,9.42
1366,2564,Bargain Hunter,Social,2023-01-17,595.19,417.09,31.06,0.0,595.19,486.48,True,108.71
1367,1924,Medium Value,Social,2024-10-30,2349.58,213.71,38.65,0.0,2349.58,1525.85,True,823.73
1368,2512,Low Value,Affiliate,2024-05-27,417.41,93.55,25.41,0.0,417.41,264.23,True,153.18
1369,1656,Low Value,Email,2024-10-14,213.58,51.95,5.12,0.0,213.58,153.5,True,60.08
1370,2302,High Value,Organic,2023-01-09,467.55,14.19,28.7,0.0,467.55,214.25,True,253.29
1371,1377,Low Value,Organic,2023-12-06,2535.12,179.37,9.51,0.0,2535.12,1598.0,True,937.13
1372,2839,Low Value,Affiliate,2023-12-02,413.36,46.9,17.94,0.0,413.36,224.14,True,189.22
1373,1268,Bargain Hunter,Email,2024-03-12,364.54,180.91,11.11,0.0,364.54,394.58,True,-30.04
1374,21,Low Value,Organic,2024-04-14,998.47,67.14,54.1,0.0,998.47,676.66,True,321.81
1375,1145,Bargain Hunter,Paid Ads,2024-03-13,154.42,55.31,5.47,0.0,154.42,131.88,True,22.53
1376,2818,Medium Value,Affiliate,2024-06-29,684.82,127.84,32.78,0.0,684.82,496.16,True,188.66
1377,1138,Low Value,Social,2023-09-22,2192.85,235.02,55.09,0.0,2192.85,1475.59,False,717.25
1378,1797,Medium Value,Affiliate,2024-10-11,388.39,40.77,34.59,0.0,388.39,226.05,False,162.34
1379,152,Low Value,Organic,2024-01-10,877.23,125.18,13.32,0.0,877.23,480.74,False,396.49
1380,2292,Low Value,Affiliate,2023-09-23,929.46,86.6,34.22,0.0,929.46,479.3,False,450.16
1381,1685,Medium Value,Affiliate,2023-11-22,255.76,50.0,17.79,0.0,255.76,181.15,False,74.61
1382,1913,Low Value,Paid Ads,2024-04-08,1867.86,461.23,22.51,0.0,1867.86,1305.55,False,562.31
1383,1845,Low Value,Paid Ads,2023-06-06,104.16,22.62,26.17,0.0,104.16,67.9,True,36.26
1384,1264,Low Value,Organic,2024-02-23,1339.15,289.68,38.09,0.0,1339.15,894.83,True,444.33
1385,2710,Medium Value,Social,2024-01-06,2081.42,114.76,57.67,0.0,2081.42,1387.28,True,694.15
1386,2164,Bargain Hunter,Organic,2023-05-30,297.7,112.98,5.0,0.0,297.7,249.48,True,48.22
1387,2038,Medium Value,Paid Ads,2023-11-11,958.15,181.02,47.18,0.0,958.15,624.3,False,333.86
1388,483,Low Value,Organic,2024-10-14,1805.95,234.49,15.78,0.0,1805.95,1184.89,True,621.06
1389,21,Low Value,Organic,2023-01-18,263.85,64.12,11.26,0.0,263.85,145.7,False,118.14
1390,2341,Low Value,Paid Ads,2024-05-19,511.52,101.9,5.69,0.0,511.52,465.57,False,45.95
1391,1868,Medium Value,Organic,2023-12-12,510.41,91.18,30.62,0.0,510.41,275.7,False,234.71
1392,266,Low Value,Social,2023-10-11,339.82,54.4,5.0,0.0,339.82,189.5,True,150.32
1393,2694,Medium Value,Organic,2023-01-19,80.85,9.19,5.0,0.0,80.85,58.55,True,22.3
1394,422,Bargain Hunter,Email,2024-01-15,293.98,133.45,17.31,0.0,293.98,214.18,True,79.8
1395,2908,Bargain Hunter,Email,2023-01-31,548.67,206.74,22.17,0.0,548.67,495.19,True,53.48
1396,2804,Low Value,Paid Ads,2023-01-05,1106.71,232.44,8.32,0.0,1106.71,973.96,True,132.74
1397,203,Medium Value,Organic,2024-01-30,270.72,16.65,36.06,0.0,270.72,165.39,True,105.33
1398,228,Bargain Hunter,Paid Ads,2024-07-17,147.57,104.95,5.0,0.0,147.57,115.46,True,32.11
1399,1387,Low Value,Organic,2023-01-14,359.49,31.89,10.41,0.0,359.49,170.3,False,189.19
1400,2930,Medium Value,Social,2023-04-12,219.58,35.3,25.0,0.0,219.58,135.6,True,83.98
1401,2885,Low Value,Organic,2023-06-09,395.96,77.71,27.01,0.0,395.96,257.02,False,138.94
1402,1929,Bargain Hunter,Organic,2024-08-18,636.52,389.46,71.24,0.0,636.52,484.59,True,151.92
1403,2796,High Value,Organic,2023-01-10,871.32,58.46,36.51,0.0,871.32,508.65,True,362.67
1404,1564,Medium Value,Paid Ads,2024-03-30,411.24,60.58,5.0,0.0,411.24,283.7,True,127.54
1405,2300,High Value,Paid Ads,2023-04-19,761.95,33.96,54.15,0.0,761.95,437.57,False,324.38
1406,1094,Low Value,Organic,2023-07-27,579.32,103.46,26.91,0.0,579.32,461.45,False,117.87
1407,764,Medium Value,Social,2024-07-02,277.09,24.0,20.14,0.0,277.09,149.9,True,127.18
1408,228,Bargain Hunter,Paid Ads,2023-04-19,287.31,216.68,7.99,0.0,287.31,241.41,True,45.91
1409,2620,Low Value,Organic,2024-07-16,552.27,64.75,61.51,0.0,552.27,461.41,True,90.87
1410,413,High Value,Social,2023-10-28,426.04,8.44,17.12,0.0,426.04,299.2,False,126.84
1411,715,Low Value,Email,2023-05-05,3924.61,478.17,100.18,0.0,3924.61,2457.51,True,1467.1
1412,867,Medium Value,Paid Ads,2024-11-13,714.51,98.19,58.81,0.0,714.51,519.61,True,194.9
1413,281,Low Value,Email,2023-05-02,758.81,72.23,53.65,0.0,758.81,452.55,False,306.26
1414,2995,Medium Value,Organic,2023-05-29,383.56,46.56,40.25,0.0,383.56,274.75,True,108.82
1415,1612,Medium Value,Social,2024-10-26,789.98,116.38,42.74,0.0,789.98,590.56,True,199.42
1416,454,Medium Value,Paid Ads,2023-10-23,656.3,99.17,5.0,0.0,656.3,450.62,True,205.68
1417,659,Medium Value,Paid Ads,2024-03-11,328.91,53.6,11.91,0.0,328.91,164.7,False,164.21
1418,909,Medium Value,Email,2023-03-14,1855.41,221.26,74.92,0.0,1855.41,1211.96,False,643.45
1419,1809,Medium Value,Email,2023-09-08,720.98,66.68,13.75,0.0,720.98,380.97,False,340.01
1420,1284,Medium Value,Email,2023-10-10,854.8,196.39,25.2,0.0,854.8,606.98,True,247.82
1421,1418,Bargain Hunter,Paid Ads,2024-03-10,87.05,63.32,5.0,0.0,87.05,68.66,True,18.39
1422,195,Low Value,Email,2023-04-24,661.85,50.2,55.02,0.0,661.85,495.0,False,166.85
1423,1999,Medium Value,Paid Ads,2024-07-30,50.42,7.18,6.78,0.0,50.42,33.97,True,16.45
1424,2665,High Value,Paid Ads,2023-02-16,2434.37,200.93,46.64,0.0,2434.37,1576.54,False,857.83
1425,218,Medium Value,Email,2023-10-27,1449.13,188.81,51.18,0.0,1449.13,795.63,False,653.49
1426,436,High Value,Paid Ads,2024-05-27,1783.71,86.78,41.7,0.0,1783.71,835.29,False,948.42
1427,839,Medium Value,Email,2024-05-07,379.38,66.78,10.93,0.0,379.38,289.83,True,89.54
1428,2972,Medium Value,Organic,2023-01-17,103.15,20.6,7.23,0.0,103.15,63.66,False,39.49
1429,629,Medium Value,Organic,2023-11-29,46.77,8.64,5.0,7.99,54.76,23.21,False,31.55
1430,391,Bargain Hunter,Social,2024-02-08,309.17,195.22,17.2,0.0,309.17,227.62,True,81.55
1431,1434,Bargain Hunter,Email,2023-11-04,304.04,248.16,30.68,0.0,304.04,306.74,True,-2.7
1432,790,Medium Value,Email,2024-01-22,2282.9,410.73,47.96,0.0,2282.9,1479.84,True,803.06
1433,78,Low Value,Paid Ads,2024-02-15,175.28,24.22,5.0,0.0,175.28,124.68,False,50.6
1434,814,Medium Value,Affiliate,2024-05-31,588.87,125.25,52.38,0.0,588.87,392.7,False,196.18
1435,2521,Low Value,Paid Ads,2024-06-19,42.75,10.62,6.84,7.99,50.74,35.7,False,15.03
1436,1215,High Value,Affiliate,2023-08-29,191.19,5.1,24.84,0.0,191.19,135.81,False,55.38
1437,864,Low Value,Social,2023-05-29,2147.61,296.01,64.65,0.0,2147.61,1511.77,False,635.84
1438,2791,Medium Value,Social,2023-01-10,1551.2,166.89,41.11,0.0,1551.2,989.55,False,561.65
1439,2691,Medium Value,Email,2024-04-19,486.81,69.52,18.1,0.0,486.81,255.54,True,231.27
1440,247,Bargain Hunter,Paid Ads,2023-01-29,503.29,213.9,13.26,0.0,503.29,373.56,True,129.73
1441,1242,Low Value,Email,2023-05-14,184.92,24.81,5.0,0.0,184.92,131.41,True,53.51
1442,2034,Medium Value,Email,2024-05-08,3033.31,212.59,64.35,0.0,3033.31,1900.56,False,1132.74
1443,466,Low Value,Organic,2023-10-29,658.14,52.32,5.0,0.0,658.14,546.94,False,111.2
1444,1471,Medium Value,Organic,2024-08-13,78.06,11.98,7.63,0.0,78.06,61.18,True,16.89
1445,2215,Medium Value,Social,2023-01-09,199.62,17.62,9.64,0.0,199.62,150.68,False,48.94
1446,2603,Medium Value,Social,2024-08-05,1380.95,281.28,69.55,0.0,1380.95,851.55,True,529.4
1447,2073,High Value,Paid Ads,2024-04-06,253.19,12.34,7.43,0.0,253.19,155.81,False,97.38
1448,1718,Low Value,Organic,2023-12-17,232.22,41.88,10.02,0.0,232.22,135.76,False,96.46
1449,2591,Low Value,Paid Ads,2024-04-14,169.27,14.23,5.0,0.0,169.27,84.27,False,85.0
1450,2084,Bargain Hunter,Organic,2024-03-27,129.3,50.78,11.07,0.0,129.3,118.17,True,11.13
1451,2446,Bargain Hunter,Email,2024-07-22,251.48,84.3,16.61,0.0,251.48,185.0,True,66.48
1452,803,Low Value,Paid Ads,2023-11-29,131.24,12.81,16.29,0.0,131.24,102.15,True,29.09
1453,2570,Low Value,Social,2023-11-29,716.65,50.9,27.8,0.0,716.65,336.04,False,380.61
1454,1855,Low Value,Paid Ads,2024-05-20,265.23,22.14,35.64,0.0,265.23,164.97,False,100.27
1455,375,Low Value,Organic,2023-12-23,378.91,65.72,19.35,0.0,378.91,223.54,True,155.37
1456,2984,High Value,Paid Ads,2024-04-08,91.03,3.75,7.46,0.0,91.03,50.34,False,40.69
1457,137,Low Value,Affiliate,2023-07-30,1109.1,177.88,62.84,0.0,1109.1,654.95,True,454.15
1458,1872,Medium Value,Email,2023-01-03,446.6,56.78,7.93,0.0,446.6,301.71,True,144.88
1459,1766,Medium Value,Organic,2023-04-16,158.52,24.69,8.98,0.0,158.52,126.24,False,32.28
1460,2434,Medium Value,Affiliate,2024-01-16,1016.07,202.98,24.47,0.0,1016.07,632.78,False,383.29
1461,1344,Medium Value,Email,2023-02-05,148.44,23.71,11.56,0.0,148.44,105.95,True,42.49
1462,592,Low Value,Organic,2023-06-21,153.12,14.54,20.68,0.0,153.12,85.52,True,67.6
1463,2210,High Value,Organic,2023-12-19,284.68,26.57,20.82,0.0,284.68,146.36,True,138.32
1464,2236,Low Value,Social,2024-11-30,1068.13,241.83,37.44,0.0,1068.13,875.37,True,192.76
1465,2772,Low Value,Organic,2023-08-02,177.69,29.79,5.0,0.0,177.69,112.86,False,64.83
1466,1590,Low Value,Email,2023-06-17,512.35,82.6,52.58,0.0,512.35,344.03,True,168.31
1467,586,Low Value,Paid Ads,2024-10-22,717.7,66.31,56.94,0.0,717.7,465.0,True,252.71
1468,1082,Low Value,Paid Ads,2024-09-04,1310.85,160.24,22.33,0.0,1310.85,736.01,False,574.84
1469,2229,Medium Value,Social,2023-03-19,83.75,11.66,5.0,0.0,83.75,60.61,True,23.14
1470,1621,Low Value,Paid Ads,2024-10-18,545.71,37.26,36.58,0.0,545.71,404.21,True,141.5
1471,1653,Medium Value,Paid Ads,2024-04-02,1432.11,93.7,37.95,0.0,1432.11,1141.85,True,290.26
1472,267,Medium Value,Organic,2023-10-08,1770.36,243.76,49.66,0.0,1770.36,1083.38,True,686.97
1473,294,High Value,Social,2023-01-27,307.32,30.04,9.77,0.0,307.32,200.93,False,106.39
1474,163,High Value,Organic,2024-11-06,240.89,19.3,5.0,0.0,240.89,128.9,False,111.99
1475,1583,Low Value,Organic,2023-04-19,761.32,48.1,32.8,0.0,761.32,426.64,False,334.68
1476,1853,Medium Value,Organic,2023-05-23,459.94,32.01,17.28,0.0,459.94,218.94,False,241.0
1477,2311,Low Value,Organic,2024-03-28,119.3,16.7,13.63,0.0,119.3,80.27,False,39.04
1478,2514,Medium Value,Paid Ads,2023-06-07,159.16,38.7,11.14,0.0,159.16,136.94,False,22.21
1479,2987,Medium Value,Paid Ads,2024-07-06,1240.96,251.81,28.67,0.0,1240.96,748.92,False,492.04
1480,828,Low Value,Paid Ads,2023-07-23,610.79,147.24,71.4,0.0,610.79,468.81,False,141.98
1481,2959,Medium Value,Paid Ads,2023-12-15,137.21,18.72,17.47,0.0,137.21,65.17,False,72.04
1482,516,Medium Value,Social,2023-12-08,79.11,13.47,5.0,0.0,79.11,41.33,False,37.78
1483,1148,Low Value,Paid Ads,2024-07-08,493.21,40.43,24.37,0.0,493.21,301.37,False,191.83
1484,183,Medium Value,Organic,2023-01-19,1761.15,337.83,62.79,0.0,1761.15,1259.85,True,501.3
1485,1990,Medium Value,Organic,2023-08-10,313.23,68.46,8.3,0.0,313.23,172.72,False,140.51
1486,2129,Bargain Hunter,Paid Ads,2023-06-22,318.56,180.04,20.34,0.0,318.56,278.56,True,40.0
1487,1401,Medium Value,Organic,2024-10-12,1253.91,156.34,83.49,0.0,1253.91,967.01,False,286.89
1488,1256,Low Value,Email,2023-07-04,761.33,131.11,39.11,0.0,761.33,639.51,True,121.82
1489,964,Medium Value,Affiliate,2024-08-31,948.62,51.73,38.26,0.0,948.62,496.7,True,451.92
1490,1927,Medium Value,Organic,2023-05-18,1430.04,179.44,67.95,0.0,1430.04,1122.18,True,307.85
1491,2515,High Value,Email,2024-05-03,287.71,26.24,7.72,0.0,287.71,156.6,False,131.1
1492,2109,High Value,Social,2024-01-15,90.29,7.46,5.0,0.0,90.29,45.81,False,44.48
1493,423,Medium Value,Organic,2023-03-30,1287.1,306.71,52.01,0.0,1287.1,774.43,True,512.67
1494,173,High Value,Paid Ads,2023-10-15,913.61,38.08,27.8,0.0,913.61,552.35,False,361.26
1495,1629,Low Value,Paid Ads,2023-08-12,83.58,15.48,8.54,0.0,83.58,48.21,False,35.37
1496,377,Medium Value,Email,2023-06-27,3429.62,298.16,37.86,0.0,3429.62,2272.28,True,1157.34
1497,2603,Medium Value,Social,2023-04-24,205.76,18.1,10.87,0.0,205.76,123.13,False,82.63
1498,1549,Medium Value,Organic,2024-09-24,2184.63,213.01,36.57,0.0,2184.63,1425.26,False,759.37
1499,586,Low Value,Paid Ads,2023-10-22,773.87,55.98,25.89,0.0,773.87,466.57,False,307.3
1500,2362,Low Value,Organic,2024-01-06,2020.49,279.42,47.8,0.0,2020.49,1461.28,True,559.21
1501,2642,Bargain Hunter,Organic,2023-07-04,215.28,129.02,27.05,0.0,215.28,215.83,True,-0.55
1502,599,Low Value,Email,2024-04-29,243.84,26.84,18.87,0.0,243.84,167.1,True,76.74
1503,2841,Bargain Hunter,Email,2024-05-21,1369.73,818.13,29.49,0.0,1369.73,1318.16,True,51.57
1504,2731,Low Value,Organic,2023-11-12,724.94,71.69,23.95,0.0,724.94,548.6,True,176.34
1505,2908,Bargain Hunter,Email,2023-07-21,309.41,166.74,22.04,0.0,309.41,262.9,True,46.51
1506,385,Bargain Hunter,Email,2023-01-12,1360.59,537.29,57.47,0.0,1360.59,1113.09,True,247.51
1507,2685,Low Value,Email,2024-03-04,180.98,27.98,12.98,0.0,180.98,96.0,True,84.98
1508,2217,Medium Value,Paid Ads,2023-09-30,980.87,62.04,76.4,0.0,980.87,519.64,True,461.22
1509,2175,High Value,Paid Ads,2023-10-02,178.26,3.16,6.75,0.0,178.26,80.35,False,97.91
1510,735,Low Value,Paid Ads,2023-02-03,1533.8,243.95,53.54,0.0,1533.8,1290.53,True,243.28
1511,2912,High Value,Paid Ads,2024-10-25,298.68,20.26,15.23,0.0,298.68,123.07,False,175.62
1512,1878,High Value,Affiliate,2023-09-26,210.96,5.98,5.0,0.0,210.96,106.8,False,104.16
1513,598,Low Value,Paid Ads,2024-10-29,522.32,126.08,6.81,0.0,522.32,264.85,True,257.47
1514,1817,Medium Value,Email,2023-08-28,3049.94,379.34,44.59,0.0,3049.94,1842.44,False,1207.51
1515,2661,Medium Value,Social,2024-08-07,1070.45,62.33,41.63,0.0,1070.45,723.69,True,346.75
1516,2809,Low Value,Social,2024-04-10,211.0,36.5,12.93,0.0,211.0,125.79,False,85.21
1517,1919,Medium Value,Social,2024-03-14,296.69,17.26,6.87,0.0,296.69,155.75,False,140.93
1518,575,High Value,Organic,2024-08-29,893.89,47.97,20.15,0.0,893.89,466.79,True,427.1
1519,1494,Medium Value,Paid Ads,2024-02-19,768.41,105.42,23.74,0.0,768.41,445.27,False,323.14
1520,192,Medium Value,Email,2024-05-01,1461.69,335.51,34.26,0.0,1461.69,956.41,False,505.28
1521,2407,Medium Value,Organic,2024-03-17,203.16,22.41,9.77,0.0,203.16,105.26,False,97.9
1522,564,Medium Value,Organic,2023-07-29,685.25,72.51,35.12,0.0,685.25,443.21,False,242.04
1523,2511,Bargain Hunter,Paid Ads,2024-05-08,514.45,416.66,22.99,0.0,514.45,719.47,True,-205.02
1524,798,Medium Value,Paid Ads,2023-01-23,430.28,92.27,14.4,0.0,430.28,269.43,False,160.85
1525,1583,Low Value,Organic,2023-03-21,839.91,127.46,35.58,0.0,839.91,594.28,True,245.63
1526,1266,High Value,Social,2023-03-13,1057.82,44.32,42.69,0.0,1057.82,472.94,True,584.88
1527,1238,Medium Value,Social,2023-07-01,862.08,170.37,54.51,0.0,862.08,569.49,False,292.6
1528,2480,Medium Value,Organic,2024-05-17,1332.97,97.26,29.0,0.0,1332.97,794.83,True,538.13
1529,1963,Medium Value,Organic,2023-01-07,365.87,54.72,23.11,0.0,365.87,283.75,False,82.12
1530,177,Low Value,Organic,2023-06-11,1420.05,81.9,20.7,0.0,1420.05,650.7,False,769.35
1531,2043,Low Value,Paid Ads,2024-11-21,133.59,26.52,17.13,0.0,133.59,103.71,False,29.87
1532,2944,High Value,Paid Ads,2024-03-04,796.17,37.47,33.77,0.0,796.17,611.08,False,185.08
1533,986,Low Value,Organic,2023-07-14,929.56,49.23,15.44,0.0,929.56,587.33,True,342.23
1534,2208,Low Value,Email,2023-10-12,161.85,28.29,9.16,0.0,161.85,117.31,True,44.53
1535,919,Medium Value,Email,2023-03-19,857.65,116.82,18.01,0.0,857.65,439.93,False,417.73
1536,2639,Medium Value,Paid Ads,2024-10-18,560.17,55.86,5.0,0.0,560.17,371.72,True,188.45
1537,954,Bargain Hunter,Social,2023-02-23,776.73,288.15,17.26,0.0,776.73,559.08,True,217.65
1538,2220,Bargain Hunter,Email,2024-10-31,54.31,29.52,11.77,0.0,54.31,44.19,True,10.11
1539,308,High Value,Paid Ads,2023-04-28,1204.88,60.19,38.0,0.0,1204.88,602.49,False,602.39
1540,2817,Medium Value,Paid Ads,2024-06-09,770.1,129.93,23.6,0.0,770.1,653.92,True,116.18
1541,2961,Medium Value,Affiliate,2023-06-19,137.41,22.38,11.06,0.0,137.41,87.28,True,50.13
1542,1654,Bargain Hunter,Paid Ads,2023-12-01,143.66,95.96,5.0,0.0,143.66,74.94,True,68.72
1543,1610,Medium Value,Affiliate,2024-11-06,373.86,59.31,55.01,0.0,373.86,197.21,True,176.65
1544,7,Medium Value,Paid Ads,2023-03-19,1949.01,247.91,95.0,0.0,1949.01,1112.16,True,836.86
1545,1340,Bargain Hunter,Paid Ads,2023-04-23,400.91,159.25,13.3,0.0,400.91,362.08,True,38.82
1546,1797,Medium Value,Affiliate,2023-05-03,539.36,72.48,41.26,0.0,539.36,382.94,False,156.43
1547,2519,Low Value,Social,2023-10-03,349.53,31.53,14.67,0.0,349.53,192.24,False,157.29
1548,1553,Medium Value,Paid Ads,2024-06-18,564.66,101.25,26.21,0.0,564.66,324.56,False,240.11
1549,2428,High Value,Social,2024-11-04,2297.06,33.23,41.58,0.0,2297.06,1565.0,True,732.06
1550,1574,Low Value,Organic,2023-06-09,55.37,13.29,5.68,0.0,55.37,31.28,True,24.09
1551,576,Bargain Hunter,Paid Ads,2024-04-07,715.85,354.21,15.83,0.0,715.85,554.23,True,161.62
1552,2595,Low Value,Affiliate,2024-04-04,171.06,9.02,10.49,0.0,171.06,117.59,False,53.46
1553,564,Medium Value,Organic,2023-11-12,650.77,38.82,35.46,0.0,650.77,314.76,True,336.02
1554,2731,Low Value,Organic,2023-10-13,2403.51,430.66,53.58,0.0,2403.51,1428.16,False,975.34
1555,68,High Value,Organic,2024-08-06,160.22,7.58,18.8,0.0,160.22,84.51,False,75.71
1556,2262,High Value,Organic,2023-07-22,196.1,20.84,5.13,0.0,196.1,106.93,True,89.16
1557,662,Low Value,Paid Ads,2024-10-01,321.81,78.21,25.86,0.0,321.81,185.77,True,136.05
1558,2658,Medium Value,Organic,2024-05-11,230.57,55.91,10.27,0.0,230.57,171.62,False,58.95
1559,2013,Low Value,Social,2023-07-10,82.04,13.44,19.12,0.0,82.04,74.26,True,7.79
1560,2237,Medium Value,Paid Ads,2024-04-09,493.73,117.55,23.43,0.0,493.73,351.44,False,142.29
1561,462,High Value,Paid Ads,2024-09-07,1023.05,72.0,57.05,0.0,1023.05,673.19,True,349.86
1562,382,Low Value,Email,2024-05-03,237.18,52.0,23.9,0.0,237.18,159.05,True,78.13
1563,105,Low Value,Paid Ads,2024-03-20,233.74,12.78,5.0,0.0,233.74,176.16,True,57.58
1564,1092,Medium Value,Organic,2023-09-15,84.8,19.16,5.0,0.0,84.8,35.28,False,49.52
1565,1130,Medium Value,Paid Ads,2024-09-05,111.02,7.42,22.88,0.0,111.02,93.74,False,17.28
1566,2058,Low Value,Organic,2023-02-20,249.16,43.23,14.93,0.0,249.16,135.71,False,113.45
1567,1421,Low Value,Paid Ads,2023-03-10,107.52,25.79,20.43,0.0,107.52,88.05,True,19.47
1568,2124,Bargain Hunter,Organic,2024-07-31,57.74,20.72,5.0,0.0,57.74,61.99,True,-4.25
1569,1614,High Value,Social,2024-05-22,602.8,20.02,16.56,0.0,602.8,330.13,False,272.68
1570,1139,Medium Value,Organic,2024-10-21,717.66,78.93,18.13,0.0,717.66,463.27,False,254.39
1571,940,Low Value,Paid Ads,2023-05-19,1554.2,162.24,11.96,0.0,1554.2,962.93,True,591.27
1572,583,Low Value,Social,2023-08-28,476.87,53.3,18.49,0.0,476.87,221.03,True,255.84
1573,2427,Medium Value,Email,2023-04-15,1239.24,207.4,36.13,0.0,1239.24,690.34,True,548.89
1574,1635,Medium Value,Paid Ads,2023-02-04,268.42,46.39,5.55,0.0,268.42,107.32,False,161.1
1575,84,High Value,Organic,2023-09-09,325.85,21.84,16.63,0.0,325.85,244.61,True,81.24
1576,1761,High Value,Organic,2023-12-08,2900.4,314.49,44.9,0.0,2900.4,1702.96,True,1197.44
1577,414,Medium Value,Paid Ads,2023-09-21,83.91,6.13,6.73,0.0,83.91,60.28,True,23.63
1578,346,Low Value,Affiliate,2024-09-25,360.15,38.84,7.65,0.0,360.15,247.01,True,113.14
1579,695,Medium Value,Social,2023-06-23,262.85,17.07,7.1,0.0,262.85,138.25,False,124.6
1580,100,Medium Value,Paid Ads,2024-11-10,3515.98,292.92,44.85,0.0,3515.98,2484.21,True,1031.77
1581,35,Low Value,Affiliate,2023-03-14,161.06,25.92,5.0,0.0,161.06,85.32,False,75.74
1582,602,Medium Value,Social,2023-07-08,156.68,32.44,7.48,0.0,156.68,95.08,False,61.59
1583,529,Low Value,Email,2023-10-05,1283.36,181.67,46.85,0.0,1283.36,1002.58,True,280.79
1584,116,High Value,Email,2023-03-09,504.88,51.34,5.0,0.0,504.88,284.76,False,220.12
1585,619,Medium Value,Paid Ads,2024-09-14,268.86,17.37,16.84,0.0,268.86,183.67,True,85.19
1586,2024,High Value,Social,2024-01-01,1827.03,16.56,81.56,0.0,1827.03,1086.55,False,740.47
1587,2160,Bargain Hunter,Organic,2023-09-19,946.17,327.99,58.01,0.0,946.17,669.45,True,276.72
1588,1731,Bargain Hunter,Social,2023-03-22,460.79,301.84,42.81,0.0,460.79,429.41,True,31.38
1589,2960,Medium Value,Email,2024-02-06,670.01,118.56,9.48,0.0,670.01,439.48,True,230.52
1590,2606,Bargain Hunter,Organic,2023-01-03,119.65,42.06,7.31,0.0,119.65,126.86,True,-7.21
1591,1160,Medium Value,Email,2023-11-15,534.6,57.98,10.22,0.0,534.6,299.97,True,234.63
1592,2475,Bargain Hunter,Organic,2024-07-13,718.08,279.15,15.15,0.0,718.08,455.79,True,262.3
1593,1717,High Value,Paid Ads,2024-01-27,1036.44,42.47,46.31,0.0,1036.44,578.45,True,457.99
1594,96,Low Value,Email,2024-07-21,2013.11,248.55,60.73,0.0,2013.11,1765.57,False,247.54
1595,2076,Low Value,Paid Ads,2024-07-07,48.1,2.64,34.79,7.99,56.09,55.97,True,0.12
1596,2714,Medium Value,Paid Ads,2024-01-27,1046.78,106.53,15.78,0.0,1046.78,750.61,True,296.17
1597,2985,Low Value,Organic,2023-05-16,325.68,28.32,10.67,0.0,325.68,145.83,False,179.85
1598,240,Medium Value,Email,2024-03-18,1954.44,274.4,69.98,0.0,1954.44,1399.32,False,555.12
1599,1086,Low Value,Organic,2023-05-01,639.07,103.95,37.3,0.0,639.07,451.72,False,187.36
1600,2274,Medium Value,Paid Ads,2023-08-16,2121.07,139.78,34.31,0.0,2121.07,1703.14,True,417.94
1601,1022,High Value,Paid Ads,2024-07-20,479.98,16.82,11.05,0.0,479.98,372.15,True,107.83
1602,374,High Value,Email,2023-04-25,916.37,57.86,7.99,0.0,916.37,550.63,False,365.74
1603,1119,Medium Value,Organic,2023-06-12,980.12,76.06,53.56,0.0,980.12,571.25,True,408.87
1604,1174,High Value,Organic,2023-10-07,546.74,20.62,37.22,0.0,546.74,438.06,True,108.69
1605,1223,Low Value,Organic,2024-11-26,618.2,122.93,31.43,0.0,618.2,457.98,False,160.22
1606,2033,Medium Value,Paid Ads,2024-08-13,232.78,23.26,11.16,0.0,232.78,119.06,False,113.72
1607,956,Medium Value,Paid Ads,2023-09-12,494.98,54.39,5.0,0.0,494.98,368.26,False,126.72
1608,1591,Low Value,Paid Ads,2023-05-22,512.83,99.4,6.42,0.0,512.83,409.09,True,103.74
1609,2907,Medium Value,Paid Ads,2024-04-04,572.65,30.71,22.84,0.0,572.65,378.59,False,194.06
1610,1165,Low Value,Paid Ads,2024-03-20,636.55,134.46,18.64,0.0,636.55,413.74,True,222.81
